Term,Trade duration,profits
Short term,30,-0.00025272359419761353
Short term,30,0.04089625901156318
Short term,30,-0.016051974509633422
Short term,30,-0.058477008391566845
Short term,30,-0.1109789417706186
Short term,30,0.08048851303825996
Short term,30,0.008871673344629946
Short term,30,-0.10416120484606511
Short term,30,0.029988478020704867
Short term,30,0.1728534518523387
Short term,30,0.0017746963912781025
Short term,30,0.021573613429573753
Short term,30,0.03758501893108419
Short term,30,0.03040916498336212
Short term,30,0.02552521021980394
Short term,30,0.05378553155531516
Short term,30,0.017303516445450078
Short term,30,-0.060335763418313086
Short term,31,-0.03207552556650853
Short term,31,-0.03207552556650853
Short term,32,-0.0031048877616914887
Short term,30,-0.06397039204305388
Short term,30,-0.056684808876373796
Short term,30,-0.06397039204305388
Short term,30,-0.054724920083099746
Short term,30,-0.03736783110195089
Short term,30,-0.04892282948277491
Short term,30,-0.047178978356469614
Short term,30,-0.06971798484088923
Short term,30,0.0024902724088502336
Short term,30,-0.023864119814251603
Short term,30,0.03932214045682225
Short term,30,0.017086670808534363
Short term,30,-0.10645742373616185
Short term,30,-0.10741549672466623
Short term,30,-0.09514860962953647
Short term,30,0.007097778907615397
Short term,30,-0.012692788963136806
Short term,30,-0.07568082562354454
Short term,30,-0.015232244384482249
Short term,30,-0.04642715062588158
Short term,30,-0.10051201188093117
Short term,30,-0.051080551897826405
Short term,30,-0.04271544474504693
Short term,30,-0.03827165494039771
Short term,30,-0.04441206983204275
Short term,30,-0.1571358404785203
Short term,30,-0.08831357061348231
Short term,30,-0.024164718443594434
Short term,30,0.006657751314762548
Short term,30,-0.0023707027313395945
Short term,30,-0.023381481050711014
Short term,30,-0.08598934020407197
Short term,30,-0.08111326717728348
Short term,30,-0.004492351719962447
Short term,30,-0.1150542486318525
Short term,30,-0.03781821266534853
Short term,30,-0.10867630821170271
Short term,30,-0.025906375804311384
Short term,30,0.05045812539523068
Short term,30,-0.06301096719437203
Short term,30,-0.0643983325713668
Short term,30,0.015761488635803234
Short term,30,-0.028772499687306937
Short term,30,-0.0033729451863526005
Short term,30,0.005283743504918839
Short term,30,-0.12247052996328021
Short term,30,0.007282588792883986
Short term,30,-0.05148225933480079
Short term,30,0.0015182053613815333
Short term,30,0.04486206325968004
Short term,30,-0.03864553677262151
Short term,30,0.0006827990977396867
Short term,30,-0.030816362901302546
Short term,30,-0.038723065397190816
Short term,30,0.0032145439592488573
Short term,30,-0.056591556796976916
Short term,30,-0.05088111995003043
Short term,30,0.07889882741264245
Short term,30,-0.09012500153190614
Short term,30,-0.021879687752526883
Short term,30,-0.059785511356379224
Short term,30,0.04532589294932555
Short term,30,-0.035489649634796575
Short term,30,0.013017712438503398
Short term,30,0.003637104760561015
Short term,30,0.012938160394228211
Short term,30,-0.009693370539875672
Short term,30,-0.03628649525077214
Short term,30,-0.12291589021768055
Short term,30,0.0036301940360976234
Short term,30,0.03289024835751835
Short term,30,-0.02542212437606793
Short term,30,-0.11639625340670574
Short term,30,-0.02388372771412731
Short term,30,-0.01493357433742097
Short term,30,-0.0434257072555674
Short term,30,0.09314387645009992
Short term,30,-0.06661248677893278
Short term,30,-0.11417473062792632
Short term,30,-0.0557094167523449
Short term,30,-0.11891639238676525
Short term,30,-0.03443893583694307
Short term,30,0.06404748462734838
Short term,30,-0.032971601461563305
Short term,30,-0.08285472325056399
Short term,30,-0.02948364227884096
Short term,30,-0.07787447054650068
Short term,30,0.10923809109617386
Short term,30,-0.02460024507904071
Short term,30,-0.07777117291072126
Short term,30,-0.01326729199001282
Short term,30,-0.10629269130986618
Short term,30,0.01160422170566717
Short term,30,-0.061309322697732885
Short term,30,0.12002441234630591
Short term,30,-0.026578500666735477
Short term,30,0.014723204166062898
Short term,31,-0.06691130419032836
Short term,31,0.03056708364777011
Short term,31,-0.133943165622911
Short term,31,-0.046119008842601394
Short term,31,0.0399720546315022
Short term,32,-0.062192133196827926
Short term,32,0.048206822561694736
Short term,30,0.018393318003982688
Short term,30,-0.05505024663141603
Short term,30,0.026332419798945288
Short term,30,-0.060416633079920866
Short term,30,-0.19269580543965745
Short term,30,-0.08592393674983072
Short term,30,-0.07405409941802153
Short term,30,-0.05038735746412689
Short term,30,0.10604169440429169
Short term,30,-0.11927481437019818
Short term,30,0.010128969965844233
Short term,30,0.03300417894965084
Short term,30,-0.0676164980840535
Short term,30,0.021182905469692623
Short term,31,-0.20775056014472731
Short term,31,0.015835158301382372
Short term,32,-0.09798870804261259
Short term,32,-0.07076181742879899
Short term,32,-0.09798870804261259
Short term,32,0.05061557981605044
Short term,32,-0.09798870804261259
Short term,30,-0.05052151135458525
Short term,30,-0.041912411570461744
Short term,30,-0.020647738565942885
Short term,30,-0.09496918835525109
Short term,30,-0.02055685570614239
Short term,30,-0.029893511054694132
Short term,30,-0.030571699751610493
Short term,30,0.00475454512883469
Short term,30,0.020848688599933912
Short term,30,-0.05486964594305977
Short term,30,-0.0326636524457752
Short term,30,0.05322993612298625
Short term,30,0.026634517024440776
Short term,30,-0.0670514665619798
Short term,30,0.01723217880055646
Short term,30,0.01723217880055646
Short term,30,-0.04099585839907887
Short term,30,0.0012014004872460248
Short term,30,0.024639506419371255
Short term,30,-0.028921464910040506
Short term,30,-0.04388659512226031
Short term,30,0.010859888655969707
Short term,30,-0.0649451851721672
Short term,30,-0.10396970785503677
Short term,30,-0.07063762817740189
Short term,30,-0.05362605159999342
Short term,30,-0.04186810503949176
Short term,30,-0.06917293707520711
Short term,30,-0.029893511054694132
Short term,30,0.05322993612298625
Short term,30,-0.0237930723325483
Short term,30,-0.008671124745535242
Short term,30,0.020983586545850526
Short term,30,-0.000527692093508515
Short term,30,-0.024324600954896188
Short term,30,-0.1335578309485969
Short term,30,-0.1151037044873823
Short term,30,-0.0766613599353171
Short term,30,0.12412476769491987
Short term,30,-0.06422249533413613
Short term,30,-0.012876049512292553
Short term,30,-0.1042101109188649
Short term,30,-0.030537669735673144
Short term,30,-0.1151037044873823
Short term,30,-0.024787200597456396
Short term,30,0.0393218195848541
Short term,30,0.03156757673861482
Short term,30,-0.05622611091595316
Short term,30,-0.08016087945556256
Short term,30,-0.09978057351671339
Short term,30,-0.10952801356850167
Short term,30,-0.054903088917734606
Short term,30,0.018688490631006572
Short term,30,0.046244725035305294
Short term,30,-0.028242669476424235
Short term,30,-0.03898520263265162
Short term,30,0.020517875663486528
Short term,30,-0.06718645368163732
Short term,30,-0.03026374675958407
Short term,30,-0.03470824225501819
Short term,31,0.10112363463504064
Short term,32,-0.11246233051815437
Short term,32,0.05285971376680786
Short term,32,-0.009310788630442863
Short term,32,0.08737865618691912
Short term,32,-0.04794753055070016
Short term,32,-0.13447176237471845
Short term,32,-0.009310788630442863
Short term,30,0.05716016141309479
Short term,30,0.018061979752684174
Short term,31,-0.0489796120237788
Short term,32,-0.0299484880968654
Short term,32,0.004774876913561197
Short term,30,0.004989146425521846
Short term,30,-0.15449562990871737
Short term,30,-0.05344426148805785
Short term,31,-0.036885778489460376
Short term,31,-0.03723525575703722
Short term,32,-0.015879836711314085
Short term,32,-0.027234334207284695
Short term,30,-0.024033026859222806
Short term,30,0.013874897105578286
Short term,30,-0.03616641564453507
Short term,30,0.07481711270971532
Short term,30,0.06854614486781917
Short term,30,-0.0509228915229239
Short term,30,-0.046815238932685715
Short term,30,0.004599833602692795
Short term,30,-0.015100015483414313
Short term,30,0.03370134438408652
Short term,30,-0.199770406467817
Short term,31,-0.03657289925784117
Short term,31,0.0454770729172589
Short term,31,0.06516072850442162
Short term,31,0.047553381771136834
Short term,30,0.0016969812377953845
Short term,30,0.03903907430010918
Short term,30,0.04423058635271685
Short term,30,-0.002584038419816396
Short term,30,-0.012547577095628941
Short term,30,0.018957304031941655
Short term,30,0.029895909641757975
Short term,30,0.04300992255322607
Short term,30,0.015921199398718076
Short term,32,-0.10136197413612627
Short term,32,-0.031078538569894697
Short term,32,-0.05562691902974803
Short term,30,-0.07254165903901282
Short term,30,-0.10219101482987263
Short term,30,-0.039648817184874306
Short term,30,-0.10196627293131433
Short term,30,-0.007408477375771781
Short term,30,0.00045411907620234506
Short term,30,0.12568690469910973
Short term,30,0.16436130708165647
Short term,30,-0.10219101482987263
Short term,30,-0.08717510724786284
Short term,30,0.0018691637558455362
Short term,30,0.02825793762811194
Short term,30,-0.04023064083555218
Short term,30,-0.03139759970207146
Short term,30,0.021134610607675748
Short term,30,-0.07527422943647896
Short term,30,0.0681903488441111
Short term,30,-0.07703432875778912
Short term,30,0.00610632045596687
Short term,30,0.04215401537865302
Short term,30,0.02270057265887851
Short term,30,-0.04733241357945755
Short term,30,-0.048235132551475074
Short term,30,-0.06432565802341783
Short term,30,0.03666181250913916
Short term,30,-0.04297781139967602
Short term,30,0.03619792178497293
Short term,30,-0.054770047321098025
Short term,30,0.008391201884729322
Short term,30,-0.009985982585586944
Short term,30,0.011344041857741948
Short term,30,9.079312018263576e-05
Short term,30,-0.03168760081638617
Short term,30,0.07088719608181616
Short term,30,0.022001566211607357
Short term,30,-0.025374730113780095
Short term,32,-0.06954435408806096
Short term,32,0.03141322028733975
Short term,33,-0.028976938629621276
Short term,33,-0.01421528585365684
Short term,33,-0.05752393388631883
Short term,30,0.0073576651881424844
Short term,30,-0.03933056690631972
Short term,30,0.020905869622688984
Short term,30,0.035717117540854215
Short term,30,-0.009163787766644078
Short term,30,-0.062041039726655554
Short term,30,-0.014459435198325692
Short term,30,-0.09429612694331974
Short term,30,-0.10315942709525036
Short term,30,-0.024284983608433796
Short term,30,-0.025116839024351113
Short term,30,-0.010668115890647138
Short term,30,-0.08116293967360204
Short term,31,-0.014713078464735425
Short term,31,-0.06974126677337664
Short term,32,-0.054857090541294645
Short term,32,-0.17542998789602254
Short term,32,-0.11580215075296785
Short term,30,-0.04959634387449602
Short term,30,-0.11271394714825742
Short term,30,-0.053426569158380684
Short term,30,-0.020584494985966616
Short term,30,-0.09640127188750243
Short term,31,0.018238685342846155
Short term,31,0.24351296307560877
Short term,31,-0.07500000186264512
Short term,31,0.04237766579571956
Short term,31,-0.06933886309845601
Short term,31,0.08264040228516742
Short term,31,0.09712463225647161
Short term,31,-0.08128543828604372
Short term,31,-0.03330631901791551
Short term,31,0.10095798941555
Short term,31,0.0
Short term,31,0.10522733561367012
Short term,31,0.05481581316376254
Short term,32,-0.005572785946542223
Short term,32,-0.18538866212262145
Short term,32,-0.13724361362834456
Short term,32,-0.023036920124882433
Short term,30,-0.013813444243434484
Short term,30,0.10627344120584342
Short term,30,-0.037686267390556465
Short term,30,-0.06915197345995436
Short term,30,0.13061561023570195
Short term,32,0.03780930120093495
Short term,32,0.10797756734533566
Short term,32,0.09507949472078424
Short term,32,0.09530055978910519
Short term,30,-0.04744819496556895
Short term,30,-0.03193195588270222
Short term,30,0.08956414649492239
Short term,30,-0.008562827220475947
Short term,30,0.02277974928535824
Short term,31,0.024199801388582517
Short term,31,0.11708729477753425
Short term,31,0.02516539097665303
Short term,31,0.11708729477753425
Short term,32,0.08026861715451634
Short term,32,0.07988645819987195
Short term,30,0.14333931546421594
Short term,30,-0.006062309593632262
Short term,30,0.10951636404970506
Short term,30,0.06049471132130199
Short term,30,0.046978642122074615
Short term,30,0.07218014872483604
Short term,30,0.007970873189572148
Short term,30,0.09655616445016424
Short term,30,0.022608700477087452
Short term,30,0.07307454967305187
Short term,30,0.08697340553012466
Short term,31,-0.005572965953128128
Short term,31,0.05693098388444257
Short term,31,-0.0674592190931481
Short term,32,-0.027128907153951345
Short term,32,0.09422263277739844
Short term,30,0.08862104833033954
Short term,30,0.0164414507002387
Short term,30,0.06195358512560096
Short term,30,0.016247704648528545
Short term,30,0.10186341907732695
Short term,30,0.08674382203542423
Short term,30,0.06246460152972601
Short term,30,0.003649602432681559
Short term,31,0.05216719706849194
Short term,31,0.01817255096420794
Short term,31,0.07794113501545584
Short term,32,0.0464538748746917
Short term,32,-0.006808374247723302
Short term,32,-0.022861712403019173
Short term,32,0.05672811473172918
Short term,32,0.0464538748746917
Short term,32,0.04290097963545102
Short term,32,-0.017142860256895726
Short term,32,0.0474394126311932
Short term,30,-0.043505259928724595
Short term,30,-0.017338419520164152
Short term,30,0.03664042188084673
Short term,30,0.03806392332310022
Short term,30,0.07210576460868097
Short term,30,-0.026744242524247168
Short term,30,0.05497235086776159
Short term,30,0.09610042330357661
Short term,30,0.048996931096662914
Short term,30,0.08226789931970173
Short term,30,0.1412654870664235
Short term,30,0.025538152748495527
Short term,30,0.08737155242705565
Short term,30,-0.09799497989683299
Short term,31,-0.0116111654282085
Short term,31,-0.025141977498720987
Short term,31,0.009626945808234352
Short term,31,0.0531363862295005
Short term,31,0.06211405637162293
Short term,32,0.02099741819583089
Short term,32,0.006617999850100714
Short term,32,-0.03208855423334035
Short term,32,0.06561843806798531
Short term,30,0.004605070072319458
Short term,30,-0.015268568713341065
Short term,30,-0.024653033820950254
Short term,30,-0.035118138627801505
Short term,30,-0.028746434507442346
Short term,30,0.00630182105092135
Short term,30,0.09905078250541599
Short term,30,-0.009797175865148814
Short term,30,0.021621024061774463
Short term,30,0.07490726136334165
Short term,31,0.03866107494484315
Short term,31,0.014855033335145963
Short term,31,0.13352273612414023
Short term,32,0.15084917026525482
Short term,32,0.036777988772282166
Short term,32,0.01626677455209364
Short term,32,0.18834397128701422
Short term,30,0.1341497997256984
Short term,30,0.05545650909048599
Short term,30,0.011593842084958485
Short term,30,0.0076437702783993195
Short term,30,0.043430711991314055
Short term,31,0.04470166078938347
Short term,31,0.02573526930386246
Short term,31,-0.04849646406126257
Short term,32,0.13016092803656343
Short term,30,0.028373605021000874
Short term,30,0.1777018044375389
Short term,30,0.11557437574486919
Short term,30,-0.044867365933062724
Short term,30,-0.0700399766058987
Short term,32,-0.07358033711104654
Short term,30,0.25202029650217295
Short term,30,0.45138877161123603
Short term,30,0.12265046925211724
Short term,30,0.08101346306303767
Short term,30,0.0310638427734375
Short term,30,0.02394226132227856
Short term,30,0.02179484513199882
Short term,30,-0.04680883708612594
Short term,30,0.09003544506948175
Short term,30,-0.05126840973372191
Short term,30,-0.04242754457146785
Short term,30,0.042795504910887815
Short term,30,-0.047777811686198074
Short term,31,-0.029042191444958478
Short term,31,-0.15300615725621292
Short term,32,-0.0070115419258289235
Short term,32,-0.021075189183664567
Short term,30,0.0017355728699553594
Short term,30,0.0017355728699553594
Short term,30,-0.042757844799921056
Short term,30,0.040338014338517005
Short term,30,0.347870199617716
Short term,30,0.12616459515229875
Short term,30,-0.05546841127345792
Short term,30,0.28554765430657664
Short term,30,0.1110201150660227
Short term,30,0.06342907304439249
Short term,30,-0.08631146923617634
Short term,31,0.03845167784976372
Short term,32,0.42119588723543516
Short term,30,-0.010038054079566818
Short term,30,0.006121089597453706
Short term,30,0.025835441609927196
Short term,30,-0.010038054079566818
Short term,30,-0.25417992627345426
Short term,30,0.01590656556984192
Short term,30,0.2664942383987635
Short term,30,0.058278490029239904
Short term,30,-0.07032232516103498
Short term,30,-0.06780514273309746
Short term,30,-0.044293644319963604
Short term,30,0.09057971157571089
Short term,32,-0.06557737304018016
Short term,32,0.20203022712209487
Short term,32,0.05976431239962036
Short term,32,-0.0068493410175964765
Short term,32,0.4454935048831261
Short term,32,-0.07929756530670483
Short term,32,0.07794695348646881
Short term,32,0.10039595873196958
Short term,32,-0.12184875218776399
Short term,32,0.044908125323511884
Short term,32,-0.00564235205658644
Short term,32,0.40170071380978417
Short term,32,-0.08847086939134985
Short term,32,0.4454935048831261
Short term,32,0.10039595873196958
Short term,32,0.044908125323511884
Short term,32,-0.18355264161762438
Short term,32,0.07794695348646881
Short term,32,-0.18355264161762438
Short term,32,-0.08527990726011078
Short term,32,-0.0068493410175964765
Short term,32,-0.06557737304018016
Short term,32,-0.09290816087713476
Short term,32,-0.0068493410175964765
Short term,32,0.07794695348646881
Short term,32,-0.10082693648874966
Short term,32,0.044908125323511884
Short term,32,-0.08527990726011078
Short term,32,-0.12184875218776399
Short term,32,-0.09290816087713476
Short term,32,-0.04834150418155173
Short term,32,-0.10082693648874966
Short term,32,-0.06354034429696157
Short term,32,-0.04096195222410065
Short term,33,0.052787834429865295
Short term,33,0.04468164390821527
Short term,33,0.08441003659694495
Short term,30,0.0032679862818002854
Short term,30,0.014929314796421699
Short term,30,0.011433358301142464
Short term,30,-0.01434632425024225
Short term,30,-0.06177784349206826
Short term,30,0.047660328644104036
Short term,30,0.0222295982037761
Short term,30,-0.07094250921450057
Short term,30,0.1837544290414047
Short term,30,-0.1891285241928665
Short term,30,-0.045640728139169556
Short term,30,0.038859238000825566
Short term,30,-0.05407332622565022
Short term,30,0.13916464487947441
Short term,30,-0.12461441197885607
Short term,31,-0.048895469046618234
Short term,32,-0.0922690956871489
Short term,32,0.04530455042469153
Short term,32,-0.09167723148709453
Short term,30,0.022698836675172158
Short term,30,0.01069740212865243
Short term,30,0.002822659085233388
Short term,30,0.07660131516799427
Short term,30,-0.07704286154428414
Short term,30,0.07660131516799427
Short term,30,0.0009878237920707207
Short term,30,-0.0671891631058863
Short term,30,0.0009878237920707207
Short term,30,-0.03549278671254995
Short term,30,0.19604862869458217
Short term,30,-0.11057431877294922
Short term,30,-0.2839770703396909
Short term,30,-0.13413524519575523
Short term,31,0.0033483980187616787
Short term,31,-0.02196169704677561
Short term,31,-0.049919669883465904
Short term,31,0.08203153234131434
Short term,31,0.04994203595692284
Short term,31,-0.02389078942643162
Short term,32,0.050980437988962624
Short term,32,0.033884283841841244
Short term,32,-0.020576631233988823
Short term,32,-0.03783430701843346
Short term,32,-0.028467319616118616
Short term,32,0.0585480083215788
Short term,32,-0.01845054241954457
Short term,30,-0.06633267756215556
Short term,30,-0.11244595466197424
Short term,30,-0.2018698559999933
Short term,30,-0.06203207487087676
Short term,30,-0.019241762631172672
Short term,30,-0.057547420887556634
Short term,30,-0.16564416056218823
Short term,30,-0.04511529572729869
Short term,30,-0.13123002876546755
Short term,30,-0.05875830092391316
Short term,30,-0.14663459554579059
Short term,30,0.023727716387779485
Short term,30,-0.16346151592855226
Short term,30,0.0711596547933203
Short term,30,0.012920743197239805
Short term,30,-0.17298510929037847
Short term,30,0.022649607045119095
Short term,30,-0.03857142584664481
Short term,30,0.0830195630287231
Short term,30,-0.013062431386893442
Short term,30,0.055413849535359626
Short term,30,-0.08655358352477473
Short term,30,-0.13528819687717145
Short term,30,-0.09433020594410715
Short term,30,0.004498924317812795
Short term,30,-0.12732475744973368
Short term,30,-0.10667877516976786
Short term,30,-0.17835667665883484
Short term,30,-0.02546956383918782
Short term,30,0.11248541111933122
Short term,30,-0.1720430376295656
Short term,30,-0.13280987283735052
Short term,30,-0.045406057795752804
Short term,30,0.07849666649889984
Short term,30,0.04735486179554971
Short term,30,0.10062891950072023
Short term,30,0.32482638131397673
Short term,30,0.1827659411377686
Short term,30,0.008142354011040305
Short term,30,-0.11611218146313433
Short term,30,-0.1028299620971148
Short term,30,0.012133907802423826
Short term,30,0.04040925556814132
Short term,30,-0.022051906387294307
Short term,30,0.09633823427518257
Short term,30,0.04697629772538218
Short term,30,0.0792010150661221
Short term,30,-0.13044153341815973
Short term,30,0.24999998226052184
Short term,30,-0.1511182946322116
Short term,30,0.008228209439370752
Short term,30,-0.08655358352477473
Short term,30,-0.17122144987428306
Short term,30,0.02518097401771186
Short term,30,-0.1588784697416401
Short term,30,-0.12667379547154367
Short term,30,-0.036734755443363666
Short term,30,0.007168509012792111
Short term,30,0.10435276815164203
Short term,30,0.0077813542038749125
Short term,30,0.006551015892835805
Short term,30,-0.18307832146644448
Short term,30,0.0792010150661221
Short term,30,-0.07300533699565509
Short term,30,-0.13418745009769067
Short term,30,-0.04621563958181109
Short term,30,-0.05778211917517022
Short term,30,-0.14237772724144718
Short term,30,0.00790121330096011
Short term,32,0.05368636062969331
Short term,32,-0.13226731465226557
Short term,30,-0.06646405123898695
Short term,30,-0.10523793767742484
Short term,30,-0.07450431424976198
Short term,30,-0.019332084226126665
Short term,30,-0.01948751447203404
Short term,30,0.024272659676141332
Short term,30,-0.01663956814085963
Short term,30,-0.17538636808942829
Short term,30,0.04471413569208384
Short term,30,0.07093034964740584
Short term,30,-0.03161656399470572
Short term,30,-0.02786286382457477
Short term,30,-0.0668658096173887
Short term,30,-0.04555857671248119
Short term,30,-0.027780453518869274
Short term,30,-0.005828718252177065
Short term,31,-0.023241596671250912
Short term,31,-0.007360365920666044
Short term,31,0.045727472912785706
Short term,31,0.03622580533458262
Short term,31,-0.05962060303488121
Short term,31,-0.04071243015730839
Short term,31,-0.12362800924730186
Short term,31,0.044185946966395405
Short term,31,0.035714250625210255
Short term,31,0.05986822926270652
Short term,31,-0.13139736745653435
Short term,31,0.020090599379542138
Short term,31,-0.015151500920837589
Short term,31,0.051966035099736886
Short term,31,0.025698379979018967
Short term,31,0.03939642089955228
