Date,Close
2023-01-03,62.95000076293945
2023-01-04,62.91999816894531
2023-01-05,62.20000076293945
2023-01-06,63.400001525878906
2023-01-09,62.61000061035156
2023-01-10,62.130001068115234
2023-01-11,62.0099983215332
2023-01-12,61.209999084472656
2023-01-13,61.43000030517578
2023-01-17,61.68000030517578
2023-01-18,59.810001373291016
2023-01-19,59.720001220703125
2023-01-20,60.08000183105469
2023-01-23,60.22999954223633
2023-01-24,60.54999923706055
2023-01-25,60.93000030517578
2023-01-26,60.810001373291016
2023-01-27,60.4900016784668
2023-01-30,60.63999938964844
2023-01-31,61.31999969482422
2023-02-01,61.33000183105469
2023-02-02,60.279998779296875
2023-02-03,59.83000183105469
2023-02-06,60.16999816894531
2023-02-07,60.06999969482422
2023-02-08,59.720001220703125
2023-02-09,59.619998931884766
2023-02-10,59.619998931884766
2023-02-13,60.599998474121094
2023-02-14,59.59000015258789
2023-02-15,59.59000015258789
2023-02-16,59.220001220703125
2023-02-17,60.119998931884766
2023-02-21,59.79999923706055
2023-02-22,59.97999954223633
2023-02-23,60.09000015258789
2023-02-24,59.84000015258789
2023-02-27,59.81999969482422
2023-02-28,59.5099983215332
2023-03-01,58.86000061035156
2023-03-02,59.720001220703125
2023-03-03,59.439998626708984
2023-03-06,60.36000061035156
2023-03-07,60.0099983215332
2023-03-08,60.040000915527344
2023-03-09,59.459999084472656
2023-03-10,59.209999084472656
2023-03-13,59.810001373291016
2023-03-14,60.029998779296875
2023-03-15,60.43000030517578
2023-03-16,60.29999923706055
2023-03-17,60.02000045776367
2023-03-20,60.599998474121094
2023-03-21,60.31999969482422
2023-03-22,60.04999923706055
2023-03-23,59.91999816894531
2023-03-24,60.900001525878906
2023-03-27,61.349998474121094
2023-03-28,61.41999816894531
2023-03-29,61.86000061035156
2023-03-30,61.849998474121094
2023-03-31,62.029998779296875
2023-04-03,62.400001525878906
2023-04-04,62.209999084472656
2023-04-05,62.79999923706055
2023-04-06,62.84000015258789
2023-04-10,62.689998626708984
