Date,Close
2023-01-03,364.989990234375
2023-01-04,363.1000061035156
2023-01-05,358.9200134277344
2023-01-06,362.94000244140625
2023-01-09,349.8299865722656
2023-01-10,352.75
2023-01-11,360.4100036621094
2023-01-12,359.1199951171875
2023-01-13,361.6199951171875
2023-01-17,357.739990234375
2023-01-18,352.010009765625
2023-01-19,351.0799865722656
2023-01-20,346.07000732421875
2023-01-23,342.2099914550781
2023-01-24,346.3900146484375
2023-01-25,349.7300109863281
2023-01-26,348.010009765625
2023-01-27,342.1000061035156
2023-01-30,340.5
2023-01-31,344.1499938964844
2023-02-01,342.57000732421875
2023-02-02,330.70001220703125
2023-02-03,339.0799865722656
2023-02-06,337.6600036621094
2023-02-07,339.67999267578125
2023-02-08,340.7300109863281
2023-02-09,341.7900085449219
2023-02-10,345.1199951171875
2023-02-13,350.3999938964844
2023-02-14,347.55999755859375
2023-02-15,335.010009765625
2023-02-16,326.07000732421875
2023-02-17,328.3999938964844
2023-02-21,327.510009765625
2023-02-22,329.07000732421875
2023-02-23,327.5199890136719
2023-02-24,321.6400146484375
2023-02-27,316.6199951171875
2023-02-28,311.2200012207031
2023-03-01,314.1700134277344
2023-03-02,315.04998779296875
2023-03-03,318.42999267578125
2023-03-06,318.9599914550781
2023-03-07,310.6300048828125
2023-03-08,312.5400085449219
2023-03-09,316.8500061035156
2023-03-10,315.0199890136719
2023-03-13,324.489990234375
2023-03-14,327.07000732421875
2023-03-15,329.4700012207031
2023-03-16,329.5299987792969
2023-03-17,329.17999267578125
2023-03-20,333.6000061035156
2023-03-21,331.0799865722656
2023-03-22,330.9700012207031
2023-03-23,332.6400146484375
2023-03-24,336.1300048828125
2023-03-27,334.6000061035156
2023-03-28,337.6499938964844
2023-03-29,335.8699951171875
2023-03-30,340.69000244140625
2023-03-31,343.4200134277344
2023-04-03,350.739990234375
2023-04-04,354.6199951171875
2023-04-05,362.239990234375
2023-04-06,368.2900085449219
2023-04-10,367.0
2023-04-11,364.0400085449219
2023-04-12,369.04998779296875
2023-04-13,375.1499938964844
2023-04-14,374.7300109863281
2023-04-17,372.3500061035156
