Date,Close
2023-01-03,16.790000915527344
2023-01-04,17.200000762939453
2023-01-05,17.600000381469727
2023-01-06,18.649999618530273
2023-01-09,18.18000030517578
2023-01-10,18.809999465942383
2023-01-11,19.229999542236328
2023-01-12,20.899999618530273
2023-01-13,20.920000076293945
2023-01-17,20.920000076293945
2023-01-18,20.739999771118164
2023-01-19,20.3799991607666
2023-01-20,20.969999313354492
2023-01-23,20.610000610351562
2023-01-24,20.190000534057617
2023-01-25,20.780000686645508
2023-01-26,21.280000686645508
2023-01-27,21.6200008392334
2023-01-30,21.219999313354492
2023-01-31,21.350000381469727
2023-02-01,21.889999389648438
2023-02-02,21.6299991607666
2023-02-03,21.600000381469727
2023-02-06,20.84000015258789
2023-02-07,20.170000076293945
2023-02-08,20.209999084472656
2023-02-09,19.8799991607666
2023-02-10,19.940000534057617
2023-02-13,20.110000610351562
2023-02-14,20.40999984741211
2023-02-15,20.479999542236328
2023-02-16,20.59000015258789
2023-02-17,19.81999969482422
2023-02-21,19.84000015258789
2023-02-22,19.940000534057617
2023-02-23,20.1299991607666
2023-02-24,19.719999313354492
2023-02-27,20.6200008392334
2023-02-28,21.329999923706055
2023-03-01,21.420000076293945
2023-03-02,22.219999313354492
2023-03-03,22.790000915527344
2023-03-06,21.829999923706055
2023-03-07,20.899999618530273
2023-03-08,21.25
2023-03-09,20.579999923706055
2023-03-10,19.3700008392334
2023-03-13,19.1200008392334
2023-03-14,19.3799991607666
2023-03-15,17.65999984741211
2023-03-16,17.610000610351562
2023-03-17,17.360000610351562
2023-03-20,17.8799991607666
2023-03-21,18.3799991607666
2023-03-22,17.75
2023-03-23,17.649999618530273
2023-03-24,17.43000030517578
2023-03-27,17.510000228881836
2023-03-28,17.8799991607666
2023-03-29,17.950000762939453
2023-03-30,18.09000015258789
2023-03-31,18.329999923706055
2023-04-03,18.420000076293945
2023-04-04,17.489999771118164
2023-04-05,16.920000076293945
2023-04-06,17.260000228881836
2023-04-10,17.93000030517578
2023-04-11,18.350000381469727
2023-04-12,18.030000686645508
2023-04-13,18.06999969482422
2023-04-14,17.360000610351562
2023-04-17,17.260000228881836
2023-04-18,17.190000534057617
2023-04-19,16.899999618530273
2023-04-20,16.56999969482422
2023-04-21,15.880000114440918
2023-04-24,16.209999084472656
2023-04-25,15.270000457763672
2023-04-26,14.84000015258789
2023-04-27,15.170000076293945
2023-04-28,15.380000114440918
2023-05-01,15.210000038146973
2023-05-02,15.279999732971191
2023-05-03,15.010000228881836
2023-05-04,14.260000228881836
2023-05-05,14.930000305175781
2023-05-08,15.100000381469727
2023-05-09,15.039999961853027
2023-05-10,14.859999656677246
2023-05-11,14.609999656677246
2023-05-12,14.6899995803833
2023-05-15,14.949999809265137
2023-05-16,14.640000343322754
2023-05-17,15.229999542236328
2023-05-18,15.369999885559082
2023-05-19,14.930000305175781
2023-05-22,14.869999885559082
2023-05-23,14.770000457763672
2023-05-24,14.1899995803833
2023-05-25,14.289999961853027
2023-05-26,14.359999656677246
2023-05-30,14.1899995803833
2023-05-31,13.880000114440918
2023-06-01,14.069999694824219
2023-06-02,15.050000190734863
2023-06-05,15.260000228881836
2023-06-06,15.739999771118164
2023-06-07,16.079999923706055
2023-06-08,16.260000228881836
2023-06-09,16.0
2023-06-12,16.049999237060547
2023-06-13,16.719999313354492
2023-06-14,16.719999313354492
2023-06-15,16.780000686645508
2023-06-16,16.469999313354492
2023-06-20,16.440000534057617
2023-06-21,16.09000015258789
2023-06-22,15.989999771118164
2023-06-23,15.829999923706055
2023-06-26,16.149999618530273
2023-06-27,16.540000915527344
2023-06-28,16.389999389648438
2023-06-29,16.889999389648438
2023-06-30,16.760000228881836
2023-07-03,16.719999313354492
2023-07-05,16.270000457763672
2023-07-06,15.640000343322754
2023-07-07,16.290000915527344
2023-07-10,16.440000534057617
2023-07-11,16.860000610351562
2023-07-12,17.06999969482422
2023-07-13,17.139999389648438
2023-07-14,16.760000228881836
2023-07-17,16.81999969482422
2023-07-18,16.899999618530273
2023-07-19,16.739999771118164
2023-07-20,16.5
2023-07-21,15.989999771118164
2023-07-24,16.510000228881836
2023-07-25,17.579999923706055
2023-07-26,17.299999237060547
2023-07-27,17.1200008392334
2023-07-28,17.110000610351562
2023-07-31,17.649999618530273
2023-08-01,17.670000076293945
2023-08-02,16.709999084472656
2023-08-03,16.65999984741211
2023-08-04,16.149999618530273
2023-08-07,16.270000457763672
2023-08-08,15.920000076293945
2023-08-09,15.569999694824219
2023-08-10,14.699999809265137
2023-08-11,14.6899995803833
2023-08-14,15.979999542236328
2023-08-15,15.5600004196167
2023-08-16,15.109999656677246
2023-08-17,14.739999771118164
2023-08-18,14.960000038146973
2023-08-21,14.979999542236328
2023-08-22,15.029999732971191
2023-08-23,15.170000076293945
2023-08-24,14.770000457763672
2023-08-25,14.65999984741211
2023-08-28,14.6899995803833
2023-08-29,15.300000190734863
2023-08-30,15.029999732971191
2023-08-31,15.289999961853027
2023-09-01,15.510000228881836
2023-09-05,15.15999984741211
2023-09-06,14.949999809265137
2023-09-07,14.420000076293945
2023-09-08,14.239999771118164
2023-09-11,14.09000015258789
2023-09-12,14.25
2023-09-13,14.109999656677246
2023-09-14,14.619999885559082
2023-09-15,14.289999961853027
2023-09-18,13.890000343322754
2023-09-19,14.34000015258789
2023-09-20,14.430000305175781
2023-09-21,14.0
2023-09-22,14.460000038146973
2023-09-25,14.869999885559082
2023-09-26,14.699999809265137
2023-09-27,15.180000305175781
2023-09-28,15.40999984741211
2023-09-29,15.630000114440918
2023-10-02,15.710000038146973
2023-10-03,15.140000343322754
2023-10-04,15.1899995803833
2023-10-05,15.180000305175781
2023-10-06,15.5
2023-10-09,15.680000305175781
2023-10-10,15.649999618530273
2023-10-11,15.739999771118164
2023-10-12,15.390000343322754
2023-10-13,15.15999984741211
2023-10-16,15.359999656677246
2023-10-17,15.59000015258789
2023-10-18,14.390000343322754
2023-10-19,14.539999961853027
2023-10-20,14.59000015258789
2023-10-23,14.369999885559082
2023-10-24,15.649999618530273
2023-10-25,15.829999923706055
2023-10-26,16.18000030517578
2023-10-27,16.040000915527344
2023-10-30,16.18000030517578
2023-10-31,16.780000686645508
2023-11-01,16.760000228881836
2023-11-02,17.190000534057617
2023-11-03,17.1200008392334
2023-11-06,17.360000610351562
2023-11-07,17.06999969482422
2023-11-08,16.709999084472656
2023-11-09,16.440000534057617
2023-11-10,16.549999237060547
2023-11-13,16.510000228881836
2023-11-14,16.829999923706055
2023-11-15,17.020000457763672
2023-11-16,17.040000915527344
2023-11-17,16.989999771118164
2023-11-20,17.059999465942383
2023-11-21,16.889999389648438
2023-11-22,16.850000381469727
2023-11-24,16.780000686645508
2023-11-27,16.829999923706055
2023-11-28,16.729999542236328
2023-11-29,16.899999618530273
2023-11-30,17.15999984741211
2023-12-01,18.260000228881836
2023-12-04,18.329999923706055
2023-12-05,17.729999542236328
2023-12-06,17.469999313354492
2023-12-07,17.329999923706055
2023-12-08,17.3799991607666
2023-12-11,17.329999923706055
2023-12-12,17.260000228881836
2023-12-13,18.079999923706055
2023-12-14,18.8700008392334
2023-12-15,18.700000762939453
2023-12-18,20.5
2023-12-19,21.149999618530273
2023-12-20,20.809999465942383
2023-12-21,20.889999389648438
2023-12-22,20.739999771118164
2023-12-26,20.860000610351562
2023-12-27,20.920000076293945
2023-12-28,20.81999969482422
2023-12-29,20.420000076293945
